Total Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad (grupos quinquenales);Tipo de dato;Periodo;Total
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2012SM03;347
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2012SM02;315
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2012SM01;312
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM52;310
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM51;282
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM50;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM49;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM48;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM47;257
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM46;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM45;272
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM44;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM43;280
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM42;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM41;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM40;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM39;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM38;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM37;268
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM36;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM35;223
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM34;230
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM33;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM32;249
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM31;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM30;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM29;231
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM28;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM27;223
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM26;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM25;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM24;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM23;240
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM22;249
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM21;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM20;257
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM19;224
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM18;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM17;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM16;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM15;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM14;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM13;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM12;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM11;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM10;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM09;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM08;305
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM07;293
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM06;299
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM05;317
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM04;316
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM03;299
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM02;305
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2011SM01;353
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM52;303
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM51;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM50;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM49;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM48;299
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM47;287
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM46;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM45;285
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM44;265
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM43;282
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM42;278
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM41;271
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM40;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM39;241
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM38;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM37;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM36;237
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM35;235
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM34;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM33;271
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM32;226
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM31;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM30;265
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM29;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM28;279
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM27;282
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM26;268
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM25;283
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM24;265
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM23;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM22;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM21;289
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM20;299
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM19;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM18;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM17;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM16;289
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM15;296
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM14;300
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM13;267
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM12;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM11;295
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM10;296
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM09;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM08;295
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM07;310
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM06;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM05;303
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM04;271
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM03;308
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM02;289
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2010SM01;302
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM53;286
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM52;312
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM51;302
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM50;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM49;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM48;272
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM47;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM46;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM45;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM44;268
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM43;287
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM42;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM41;238
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM40;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM39;238
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM38;214
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM37;238
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM36;233
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM35;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM34;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM33;218
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM32;232
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM31;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM30;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM29;237
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM28;230
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM27;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM26;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM25;287
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM24;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM23;259
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM22;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM21;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM20;249
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM19;284
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM18;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM17;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM16;294
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM15;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM14;287
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM13;283
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM12;279
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM11;275
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM10;263
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM09;282
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM08;282
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM07;279
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM06;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM05;265
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM04;313
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM03;351
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM02;334
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2009SM01;315
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM52;327
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM51;300
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM50;284
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM49;278
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM48;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM47;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM46;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM45;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM44;268
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM43;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM42;298
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM41;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM40;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM39;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM38;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM37;224
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM36;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM35;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM34;237
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM33;219
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM32;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM31;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM30;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM29;229
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM28;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM27;259
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM26;288
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM25;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM24;256
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM23;236
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM22;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM21;235
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM20;241
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM19;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM18;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM17;267
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM16;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM15;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM14;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM13;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM12;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM11;287
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM10;277
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM09;314
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM08;325
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM07;307
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM06;318
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM05;287
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM04;312
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM03;319
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM02;321
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2008SM01;324
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM52;320
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM51;324
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM50;294
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM49;283
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM48;293
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM47;275
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM46;311
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM45;275
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM44;291
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM43;283
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM42;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM41;267
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM40;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM39;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM38;223
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM37;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM36;237
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM35;222
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM34;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM33;210
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM32;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM31;285
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM30;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM29;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM28;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM27;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM26;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM25;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM24;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM23;259
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM22;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM21;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM20;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM19;295
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM18;277
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM17;263
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM16;293
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM15;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM14;293
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM13;296
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM12;307
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM11;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM10;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM09;308
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM08;277
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM07;299
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM06;320
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM05;345
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM04;304
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM03;310
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM02;331
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2007SM01;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM52;282
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM51;232
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM50;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM49;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM48;263
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM47;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM46;271
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM45;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM44;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM43;301
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM42;297
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM41;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM40;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM39;256
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM38;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM37;223
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM36;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM35;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM34;236
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM33;233
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM32;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM31;249
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM30;231
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM29;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM28;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM27;240
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM26;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM25;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM24;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM23;268
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM22;235
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM21;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM20;263
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM19;242
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM18;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM17;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM16;225
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM15;232
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM14;256
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM13;275
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM12;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM11;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM10;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM09;291
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM08;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM07;321
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM06;263
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM05;293
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM04;285
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM03;294
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM02;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2006SM01;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM52;320
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM51;310
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM50;280
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM49;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM48;268
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM47;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM46;249
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM45;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM44;257
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM43;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM42;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM41;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM40;272
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM39;241
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM38;236
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM37;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM36;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM35;231
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM34;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM33;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM32;242
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM31;237
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM30;211
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM29;216
